ID_prestamo;Monto actual del préstamo;Fechas;Término;Puntaje de crédito; Ingresos anuales ;Años en el trabajo;Garantía;Objetivo;Deuda Mensual;Años de Historial de Crédito;Meses desde el último moroso;Número de cuentas abiertas;Saldo de crédito actual;Quiebras;
A47B88/925;217206;2/8/2022;Short Term;675;$ 937.935;9 years;Rent;Consolidación de la deuda;15710,34;16,3;NA;11;210995;0;
A47B88/931;442596;28/5/2022;Long Term;717;$ 955.605;5 years;Rent;Consolidación de la deuda;25323,58;15,5;NA;14;396910;0;
A47B88/938;316250;22/10/2022;Long Term;695;$ 568.005;7 years;Own Home;Consolidación de la deuda;14578,89;25,8;42;8;317984;0;
A47B2088/939;243716;7/8/2022;Short Term;748;$ 1.722.141;1 year;Rent;Consolidación de la deuda;25975,66;19;70;11;100168;0;
A47B2088/94;178706;21/7/2022;Short Term;730;$ 1.157.556;8 years;Home Mortgage;Para hogar;16302,19;28,4;32;17;179797;0;
A47B88/941;43582;17/4/2022;Short Term;710;$ 451.668;2 years;Rent;Consolidación de la deuda;2107,86;4,3;3;4;68191;0;
A47B88/9412;430320;17/1/2022;Long Term;718;$ 1.576.088;3 years;Home Mortgage;Consolidación de la deuda;16023,65;20,9;NA;7;57171;0;
A47B88/9414;260062;23/8/2022;Long Term;735;$ 1.188.526;10+ years;Home Mortgage;Consolidación de la deuda;17481,14;31;66;12;246183;0;
A47B88/9416;722788;25/8/2022;Short Term;682;$ 1.714.104;10+ years;Home Mortgage;Consolidación de la deuda;36710,47;12,2;15;20;306033;0;
A47B88/9418;297902;23/6/2022;Short Term;713;$ 808.317;8 years;Home Mortgage;Préstamo comercial;14482,56;21;NA;12;232560;0;
A47B88/944;86922;13/11/2022;Short Term;725;$ 375.364;1 year;Rent;major_purchase;2590,08;12,8;24;6;13870;0;
A47B2088/9441;356466;2/1/2022;Short Term;739;$ 990.926;10+ years;Home Mortgage;Consolidación de la deuda;14781,43;28,2;41;16;376314;0;
A47B88/95;128876;9/8/2022;Short Term;676;$ 890.473;2 years;Home Mortgage;Facturas médicas;18477,31;14,8;NA;14;410970;0;
A47B2088/951;2500000;12/4/2022;Short Term;713;$ 881.790;10+ years;Rent;Consolidación de la deuda;14035,11;13,9;NA;9;47424;1;
A47B2088/952;635656;6/12/2022;Long Term;648;$ 1.303.134;9 years;Home Mortgage;Consolidación de la deuda;15854,93;17,9;40;7;332291;0;
A47B2088/953;616286;29/8/2022;Long Term;648;$ 1.303.134;7 years;Rent;Otros;31301,55;14;NA;14;181336;0;
A47B2088/954;332090;29/11/2022;Short Term;734;$ 1.051.593;10+ years;Home Mortgage;Consolidación de la deuda;25150,49;22,6;68;10;111378;1;
A47B2088/955;2500000;9/5/2022;Short Term;751;$ 3.538.199;4 years;Rent;Consolidación de la deuda;14831,02;22,9;29;9;323380;0;
A47B88/956;67122;21/7/2022;Short Term;748;$ 1.325.687;3 years;Home Mortgage;Para hogar;12704,54;11,4;NA;18;219393;0;
A47B88/963;437404;18/9/2022;Short Term;704;$ 2.833.185;6 years;Home Mortgage;Consolidación de la deuda;61149,6;21,3;6;18;108889;0;
A47B88/969;541486;7/9/2022;Long Term;642;$ 1.089.403;7 years;Own Home;major_purchase;3985,44;31,9;29;13;30400;0;
A47B88/975;223784;28/7/2022;Short Term;709;$ 927.694;8 years;Rent;Consolidación de la deuda;15770,76;9,2;NA;10;165699;0;
A47B2088/976;108570;11/9/2022;Short Term;748;$ 1.612.587;10+ years;Home Mortgage;Para hogar;5415,76;17,4;NA;5;23560;0;
A47B2088/977;606760;18/8/2022;Long Term;724;$ 1.310.050;7 years;Home Mortgage;Consolidación de la deuda;26091,94;12;NA;11;353970;0;
A47B88/981;224708;6/11/2022;Short Term;641;$ 1.455.495;9 years;Home Mortgage;Para hogar;33355,07;17,7;8;14;119890;0;
A47B88/988;322124;7/1/2022;Short Term;800;$ 1.335.301;10+ years;Home Mortgage;Comprar vehículo;20585,93;15,6;21;18;156636;0;
A47B88/994;219186;30/6/2022;Short Term;740;$ 2.233.697;3 years;Rent;Consolidación de la deuda;29968,89;18,4;23;26;242972;0;
A47B91/00;426404;16/11/2022;Long Term;778;$ 2.246.323;9 years;Home Mortgage;Consolidación de la deuda;25147,45;21,1;33;16;293436;0;
A47B91/002;2500000;1/7/2022;Long Term;727;$ 749.284;< 1 year;Rent;Consolidación de la deuda;6556,33;13;NA;7;276792;0;
A47B91/005;86812;5/5/2022;Short Term;748;$ 749.664;1 year;Home Mortgage;Consolidación de la deuda;2586,28;19,8;16;6;36404;0;
A47B2091/007;258984;27/9/2022;Short Term;743;$ 1.509.759;2 years;Rent;Consolidación de la deuda;11876,71;18,3;NA;4;157890;0;
A47B91/02;103664;4/2/2022;Short Term;733;$ 410.343;1 year;Rent;Consolidación de la deuda;2834,8;9,4;NA;5;61807;0;
A47B91/022;329648;6/9/2022;Short Term;741;$ 790.581;10+ years;Home Mortgage;Para hogar;4934,49;15,2;53;11;90060;1;
A47B91/024;519508;25/5/2022;Short Term;742;$ 764.908;10+ years;Own Home;Consolidación de la deuda;33368,94;26,3;51;16;770811;0;
A47B91/026;606760;22/5/2022;Long Term;744;$ 739.235;7 years;Home Mortgage;Consolidación de la deuda;34778,74;21,1;12;13;743622;0;
A47B91/028;443696;30/11/2022;Short Term;736;$ 1.245.374;< 1 year;Home Mortgage;Consolidación de la deuda;20444,76;25,5;NA;7;981236;0;
A47B91/04;659538;28/10/2022;Long Term;615;$ 3.654.935;2 years;Home Mortgage;Consolidación de la deuda;29818,22;13,5;NA;9;190570;0;
A47B91/06;742280;23/3/2022;Long Term;698;$ 1.548.348;10+ years;Home Mortgage;Consolidación de la deuda;36385,95;22,5;59;29;821864;0;
A47B2091/063;524986;19/8/2022;Long Term;687;$ 1.511.336;9 years;Home Mortgage;Consolidación de la deuda;26952,26;14,1;NA;12;742539;0;
A47B91/066;107624;1/12/2022;Short Term;735;$ 1.635.710;10+ years;Home Mortgage;Para hogar;30574,42;28,1;56;9;305634;0;
A47B91/08;331826;14/9/2022;Short Term;748;$ 1.169.203;10+ years;Home Mortgage;Consolidación de la deuda;18278,38;45,6;NA;17;217683;0;
A47B91/10;2500000;4/12/2022;Short Term;700;$ 1.110.854,00;7 years;Rent;Consolidación de la deuda;4517,44;15,3;48;4;162982;0;
A47B91/12;238568;12/7/2022;Long Term;726;$ 686.812,00;< 1 year;Rent;Comprar vehículo;17513,44;5,5;NA;8;47747;0;
A47B91/14;88924;28/9/2022;Short Term;723;$ 1.135.706,00;5 years;Rent;Para hogar;8337,96;16,8;81;6;75753;0;
A47B91/16;133342;7/7/2022;Short Term;712;$ 894.510,50;< 1 year;Own Home;Para hogar;3090,73;23;29;7;102961;0;
A47B95/00;235884;10/6/2022;Short Term;3 years,1;$ 842.057,20;6 years;Own Home;Consolidación de la deuda;23015,65;10,4;NA;15;357390;1;
A47B95/002;261998;12/10/2022;Short Term;702;$ 789.603,90;5 years;Rent;Consolidación de la deuda;9663,4;17,1;19;13;195415;0;
A47B2095/004;33330;19/9/2022;Short Term;697;$ 737.150,60;2 years;Rent;Educational Expenses;7668,02;20,6;59;9;198892;0;
A47B2095/006;580360;12/11/2022;Long Term;692;$ 684.697,30;10+ years;Home Mortgage;Préstamo comercial;39325,82;17,2;21;12;882645;0;
A47B95/008;108768;22/10/2022;Short Term;688;$ 632.244,00;10+ years;Home Mortgage;Otros;8869,01;18,6;NA;8;245423;0;
A47B95/02;218834;6/4/2022;Short Term;683;$ 579.790,70;6 years;Rent;Consolidación de la deuda;9969,3;15,4;20;10;206891;0;
A47B2095/021;396242;21/10/2022;Long Term;720;$ 1.687.599;6 years;Home Mortgage;Para hogar;8564,63;14,1;16;6;8626;0;
A47B2095/022;324874;25/6/2022;Long Term;699;$ 1.060.580;5 years;Home Mortgage;Consolidación de la deuda;14847,93;21;12;6;63270;0;
A47B2095/023;438548;19/12/2022;Long Term;672;$ 1.136.238;10+ years;Rent;Consolidación de la deuda;11835,86;24,5;53;17;300143;1;
A47B2095/024;777084;5/2/2022;Long Term;649;$ 743.445;4 years;Home Mortgage;Para hogar;26623,94;26,7;NA;13;3276284;0;
A47B2095/025;98824;29/4/2022;Short Term;679;$ 1.414.607;2 years;Own Home;VIaje (pequeño);8428,78;11,5;38;13;19171;0;
A47B2095/026;209088;19/7/2022;Short Term;750;$ 2.280.912;5 years;Home Mortgage;Consolidación de la deuda;32084,92;37,6;NA;9;850877;0;
A47B2095/027;2500000;29/12/2022;Short Term;728;$ 612.636;8 years;Home Mortgage;Otros;2802,88;22;NA;14;50369;1;
A47B2095/028;218416;7/9/2022;Short Term;628;$ 677.179;2 years;Rent;Consolidación de la deuda;14897,71;9;NA;9;287090;0;
A47B95/04;143836;9/1/2022;Short Term;743;$ 687.971;10+ years;Home Mortgage;Consolidación de la deuda;5434,95;18;44;8;100890;0;
A47B95/043;325446;1/4/2022;Long Term;735;$ 1.386.601;2 years;Own Home;Consolidación de la deuda;20879,86;18;NA;9;240768;0;
A47B2095/046;2500000;19/11/2022;Short Term;727;$ 1.781.839;< 1 year;Rent;Comprar vehículo;10408,96;16,8;74;7;93252;0;
A47B96/00;150414;10/5/2022;Short Term;704;$ 742.292;2 years;Rent;Consolidación de la deuda;8907,58;21,3;36;8;90725;0;
A47B96/02;369512;24/8/2022;Long Term;690;$ 1.216.418;1 year;Home Mortgage;Para hogar;11900,65;16,2;72;6;365085;1;
A47B96/021;417032;20/3/2022;Long Term;696;$ 1.137.378;8 years;Rent;Consolidación de la deuda;18198,01;14,5;6;11;149587;0;
A47B96/022;208736;9/10/2022;Short Term;702;$ 1.058.338;10+ years;Home Mortgage;Para hogar;11738,01;18,6;NA;6;27626;0;
A47B96/024;327426;30/10/2022;Long Term;653;$ 1.263.063;10+ years;Home Mortgage;Consolidación de la deuda;12420,11;19,8;13;9;241756;0;
A47B96/025;55638;29/1/2022;Short Term;747;$ 922.678;10+ years;Home Mortgage;Comprar vehículo;6381,72;17,7;NA;6;212211;0;
A47B96/027;109384;24/7/2022;Short Term;688;$ 370.272;1 year;Rent;Consolidación de la deuda;4659,18;5,9;NA;15;147098;0;
A47B96/028;334400;10/5/2022;Short Term;629;$ 922.678;10+ years;Home Mortgage;Consolidación de la deuda;4411,42;17,9;53;12;84531;0;
A47B96/04;2500000;7/4/2022;Short Term;739;$ 1.683.666;9 years;Home Mortgage;Consolidación de la deuda;23290,77;16,7;NA;7;283955;1;
A47B96/06;87626;8/11/2022;Short Term;728;$ 1.891.830;7 years;Rent;Consolidación de la deuda;19548,91;13,3;NA;9;118693;2;
A47B96/061;217470;30/3/2022;Short Term;733;$ 619.799;3 years;Rent;Consolidación de la deuda;10794,66;17,4;29;8;131784;0;
A47B96/062;200354;13/8/2022;Short Term;738;$ 652.232;10+ years;Home Mortgage;Para hogar;12304,78;14,1;10;2;28918;0;
A47B96/063;61688;18/1/2022;Short Term;694;$ 741.228;< 1 year;Rent;Consolidación de la deuda;21371,96;9;NA;10;244188;0;
A47B96/065;217360;8/2/2022;Short Term;733;$ 1.689.480;3 years;Own Home;Consolidación de la deuda;37872,51;17,4;47;12;83467;0;
A47B96/066;2500000;14/9/2022;Short Term;742;$ 1.979.439;10+ years;Home Mortgage;Consolidación de la deuda;13196,26;15,3;65;10;708947;0;
A47B96/067;673728;8/7/2022;Short Term;738;$ 2.674.725;10+ years;Home Mortgage;Consolidación de la deuda;57729,6;19,6;42;23;435575;0;
A47B96/068;176990;10/12/2022;Short Term;749;$ 764.256;2 years;Rent;Consolidación de la deuda;6432,64;12;NA;11;142709;0;
A47B96/07;331122;2/10/2022;Short Term;760;$ 1.146.213;< 1 year;Home Mortgage;Consolidación de la deuda;14298,45;21,3;80;17;331341;0;
A47B96/14;466246;11/4/2022;Short Term;716;$ 1.975.012;10+ years;Home Mortgage;Consolidación de la deuda;32916,74;15;15;19;671688;0;
A47B96/1408;2500000;28/11/2022;Short Term;730;$ 680.162;< 1 year;Rent;Consolidación de la deuda;12186,22;7,1;NA;7;132335;0;
A47B96/1416;785290;22/11/2022;Long Term;744;$ 614.688;4 years;Home Mortgage;Consolidación de la deuda;27992,32;21,5;6;24;457387;0;
A47B96/1425;376596;16/11/2022;Short Term;711;$ 1.144.560;1 year;Rent;Consolidación de la deuda;13257,82;9,5;NA;10;154261;0;
A47B96/1433;2500000;7/8/2022;Short Term;739;$ 1.730.349;5 years;Rent;Consolidación de la deuda;25666,91;16,5;78;9;261402;0;
A47B96/1441;513436;19/4/2022;Short Term;767;$ 2.316.138;2 years;Home Mortgage;Consolidación de la deuda;32171,56;18;24;18;539296;0;
A47B96/145;770000;21/3/2022;Short Term;795;$ 2.901.927;10+ years;Home Mortgage;Comprar casa;46383,75;17,8;40;21;252700;0;
A47B96/1458;2500000;17/1/2022;Short Term;741;$ 675.773;7 years;Home Mortgage;Consolidación de la deuda;3187,25;13,7;12;7;450053;0;
A47B96/1466;767690;10/6/2022;Long Term;727;$ 3.409.740;4 years;Home Mortgage;Consolidación de la deuda;71604,54;37;NA;11;1457965;0;
A47B96/1475;527692;28/9/2022;Short Term;727;$ 1.139.316;5 years;Rent;Consolidación de la deuda;32470,43;7,1;NA;18;378727;0;
A47B96/1483;214764;15/10/2022;Short Term;750;$ 1.282.766;10+ years;Home Mortgage;Consolidación de la deuda;13896,6;17,8;NA;5;284202;0;
A47B2096/1491;439274;10/2/2022;Long Term;615;$ 1.426.216;10+ years;Own Home;Otros;18710,25;25,2;NA;8;16720;0;
A47B96/16;198374;28/11/2022;Short Term;715;$ 1.569.666;6 years;Rent;Consolidación de la deuda;14670,47;9,1;NA;22;125799;0;
A47B96/18;55946;2/5/2022;Short Term;741;$ 278.274;2 years;Rent;Consolidación de la deuda;3652,37;9;NA;4;100624;0;
A47B96/20;366410;30/5/2022;Long Term;727;$ 1.998.591;5 years;Home Mortgage;Consolidación de la deuda;31977,38;13,9;54;16;180348;1;
A47B96/201;2500000;6/7/2022;Short Term;719;$ 1.396.215;7 years;Home Mortgage;Consolidación de la deuda;23735,75;18;72;23;567093;0;
A47B96/202;486266;7/7/2022;Long Term;675;$ 1.081.917;1 year;Rent;Consolidación de la deuda;20466,23;25,3;61;13;465519;0;
A47B2096/203;63162;4/8/2022;Short Term;743;$ 846.545;3 years;Rent;Consolidación de la deuda;13050,72;22,2;49;18;180690;0;
A47B2096/204;2500000;26/7/2022;Short Term;748;$ 622.896;< 1 year;Rent;Comprar casa;586,53;17,8;NA;5;16207;0;
A47B96/205;147840;28/9/2022;Short Term;741;$ 1.351.850;4 years;Home Mortgage;Consolidación de la deuda;20277,94;16,6;NA;8;313709;0;
A47B96/206;777326;9/10/2022;Long Term;674;$ 2.090.684;10+ years;Home Mortgage;Consolidación de la deuda;30314,69;32,9;59;16;739214;0;
A47B2096/207;168542;24/5/2022;Short Term;3 years;$ 2.328.792;2 years;Rent;Consolidación de la deuda;24918,12;21,4;NA;6;735699;0;
A47B2096/208;108966;15/6/2022;Short Term;740;$ 865.488;3 years;Own Home;Para hogar;3368,13;19;NA;5;128079;0;
A47B2096/209;117172;22/8/2022;Short Term;740;$ 735.927;4 years;Home Mortgage;Consolidación de la deuda;16497,13;24,1;45;10;115653;0;
A47B97/00;552310;26/9/2022;Long Term;610;$ 953.990;10+ years;Home Mortgage;Consolidación de la deuda;19238,64;19;NA;4;779019;0;
A47B97/001;236632;31/5/2022;Short Term;712;$ 1.031.567;5 years;Rent;Consolidación de la deuda;16075,33;15;22;15;197505;0;
A47B2097/003;259732;8/4/2022;Short Term;3 years;$ 1.202.801;10+ years;Home Mortgage;Consolidación de la deuda;9573,53;28,9;55;14;136135;1;
A47B2097/005;159786;21/4/2022;Short Term;740;$ 1.374.036;5 years;Home Mortgage;Consolidación de la deuda;33272,42;22,6;NA;10;104443;0;
A47B2097/006;55792;31/5/2022;Short Term;740;$ 1.252.670;6 years;Home Mortgage;Para hogar;17954,81;37,4;NA;15;162051;1;
A47B2097/008;540826;12/1/2022;Long Term;626;$ 993.719;2 years;Rent;Consolidación de la deuda;26416,46;13,5;NA;7;169233;0;
A47B97/02;55726;17/11/2022;Short Term;705;$ 673.778;3 years;Home Mortgage;Consolidación de la deuda;9208,16;28,2;NA;5;60116;1;
A47B97/04;157982;30/4/2022;Short Term;630;$ 416.917;6 years;Rent;Consolidación de la deuda;9693,23;7,6;NA;16;291441;0;
A47B97/06;712712;31/12/2022;Short Term;555;$ 160.056;< 1 year;Rent;Comprar vehículo;12823,48;10,2;NA;8;0;0;
A47B97/08;788480;24/8/2022;Short Term;723;$ 2.062.336;5 years;Own Home;Para hogar;1460,72;8;NA;11;20596;0;
A47B2200/00;67650;18/8/2022;Short Term;718;$ 1.402.200;2 years;Home Mortgage;Consolidación de la deuda;4428,71;14,4;11;9;92872;0;
A47B2200/0001;112310;22/11/2022;Short Term;724;$ 1.454.792;6 years;Home Mortgage;Consolidación de la deuda;10959,39;8,5;NA;7;64923;0;
A47B2200/0002;144782;27/10/2022;Short Term;706;$ 981.350;8 years;Rent;Consolidación de la deuda;11285,43;16,1;NA;15;561963;0;
A47B2200/0003;62128;21/12/2022;Short Term;743;$ 57.602;10+ years;Own Home;Consolidación de la deuda;3660,16;18,4;NA;6;124697;1;
A47B2200/0004;2500000;15/6/2022;Short Term;704;$ 191.463;< 1 year;Rent;Préstamo comercial;191,52;12,6;17;3;8360;0;
A47B2200/0005;257114;17/10/2022;Long Term;715;$ 379.749;4 years;Home Mortgage;Para hogar;949,05;17,7;NA;9;34390;0;
A47B2200/0006;136312;24/9/2022;Short Term;714;$ 774.692;10+ years;Home Mortgage;Para hogar;26370,48;28,3;18;11;284829;0;
A47B2200/0007;141240;30/5/2022;Short Term;709;$ 816.468;10+ years;Rent;Comprar vehículo;13539,59;16,5;NA;12;242687;0;
A47B2200/0008;2500000;13/6/2022;Short Term;741;$ 1.288.789;2 years;Rent;Consolidación de la deuda;21952,22;18,8;NA;7;500897;0;
A47B2200/0009;54142;1/1/2022;Short Term;747;$ 1.010.097;< 1 year;Rent;Consolidación de la deuda;10016,8;12,7;NA;14;59299;0;
A47B2200/001;778162;8/3/2022;Long Term;654;$ 4.320.315;2 years;Rent;Consolidación de la deuda;93966,78;25,1;NA;13;1326713;0;
A47B2200/0011;246290;7/3/2022;Short Term;730;$ 438.463;3 years;Own Home;Consolidación de la deuda;8294,07;18,2;NA;5;148732;0;
A47B2200/0012;724416;19/4/2022;Short Term;702;$ 3.443.389;< 1 year;Rent;major_purchase;57218,12;18;40;17;257564;0;
A47B2200/0013;591976;29/1/2022;Long Term;716;$ 2.082.894;< 1 year;Own Home;Consolidación de la deuda;21349,73;15,5;34;17;523469;0;
A47B2200/0014;634326;31/8/2022;Long Term;709;$ 2.379.750;10+ years;Home Mortgage;Consolidación de la deuda;43826,92;28,5;NA;11;1187804;0;
A47B2200/0015;329384;22/9/2022;Short Term;747;$ 986.119;9 years;Home Mortgage;Consolidación de la deuda;13805,78;13;20;10;494;0;
A47B2200/0016;61908;20/4/2022;Short Term;731;$ 468.977;< 1 year;Rent;Comprar vehículo;5744,84;7,1;NA;9;118484;0;
A47B2200/0017;655050;27/2/2022;Short Term;702;$ 1.697.175;4 years;Rent;Consolidación de la deuda;19941,83;17,6;NA;27;590254;0;
A47B2200/0018;222442;2/11/2022;Short Term;744;$ 1.632.936;2 years;Rent;Consolidación de la deuda;3823,75;17;28;9;82631;0;
A47B2200/0019;2500000;29/11/2022;Short Term;742;$ 1.538.088;8 years;Home Mortgage;Consolidación de la deuda;20123,47;18,4;14;10;131689;0;
A47B2200/002;296164;19/3/2022;Short Term;662;$ 1.213.511;10+ years;Own Home;Consolidación de la deuda;13753,15;12,5;34;9;43833;0;
A47B2200/0021;326172;5/5/2022;Short Term;582;$ 1.042.087;10+ years;Home Mortgage;Consolidación de la deuda;20281,93;17,3;47;15;303525;0;
A47B2200/0022;2500000;18/1/2022;Short Term;749;$ 2.511.420;< 1 year;Home Mortgage;Comprar vehículo;14796,44;20,5;5;8;151563;0;
A47B2200/0023;641652;10/8/2022;Long Term;616;$ 3.980.753;1 year;Rent;Consolidación de la deuda;28396,45;27,5;66;23;541899;0;
A47B2200/0025;174548;9/9/2022;Short Term;701;$ 5.450.087;2 year;Home Mortgage;Consolidación de la deuda;18067,86;9,4;28;9;116983;0;
A47B2200/0026;107888;4/8/2022;Short Term;732;$ 1.229.794;10+ years;Home Mortgage;Consolidación de la deuda;10453,23;20,1;46;10;196099;0;
A47B2200/0027;436040;26/2/2022;Short Term;711;$ 979.108;9 years;Home Mortgage;Consolidación de la deuda;10851,66;10,7;65;12;252301;0;
A47B2200/0028;321794;12/8/2022;Long Term;720;$ 1.259.833;7 years;Home Mortgage;Consolidación de la deuda;23831,7;26;NA;10;180994;1;
A47B2200/0029;43164;22/5/2022;Short Term;743;$ 279.623;< 1 year;Rent;Consolidación de la deuda;4310,72;12,5;NA;5;35435;0;
A47B2200/003;438768;29/3/2022;Short Term;728;$ 3.031.488;10+ years;Home Mortgage;Consolidación de la deuda;54819,37;25,8;33;32;1380977;0;
A47B2200/0031;179828;29/10/2022;Short Term;737;$ 1.358.994;6 years;Rent;Consolidación de la deuda;6058,72;21,2;23;3;92872;0;
A47B2200/0032;433840;1/5/2022;Short Term;722;$ 1.124.040;< 1 year;Rent;Consolidación de la deuda;20045,38;15,4;NA;12;456209;0;
A47B2200/0033;222310;5/6/2022;Short Term;3 years;$ 889.086;1 year;Home Mortgage;Consolidación de la deuda;18927,42;17,6;NA;19;236626;0;
A47B2200/0034;173514;7/1/2022;Short Term;722;$ 1.273.779;4 years;Rent;Otros;3481,75;10,1;28;7;91941;0;
A47B2200/0035;315436;8/4/2022;Short Term;744;$ 1.673.577;10+ years;Home Mortgage;Consolidación de la deuda;38492,29;19,6;NA;8;384503;0;
A47B2200/0036;368170;17/10/2022;Long Term;626;$ 871.169;2 years;Rent;Consolidación de la deuda;18802,97;13,8;NA;11;243409;0;
A47B2200/0037;534820;25/3/2022;Short Term;750;$ 1.162.002;8 years;Rent;Consolidación de la deuda;24402,08;16,8;NA;6;46987;0;
A47B2200/0038;610214;21/4/2022;Long Term;701;$ 1.452.835;9 years;Rent;Consolidación de la deuda;27656,59;24,6;72;16;103265;0;
A47B2200/0039;343596;11/12/2022;Short Term;739;$ 982.927;5 years;Rent;Consolidación de la deuda;17283,35;14,5;NA;9;209095;0;
A47B2200/004;264044;1/1/2022;Long Term;724;$ 1.140.228;6 years;Home Mortgage;Consolidación de la deuda;17198,42;19,5;14;10;172349;0;
A47B2200/0041;763312;11/12/2022;Long Term;665;$ 1.826.964;1 year;Home Mortgage;Consolidación de la deuda;30906,16;19;23;18;743546;0;
A47B2200/0042;132242;5/9/2022;Short Term;749;$ 2.055.895;10+ years;Home Mortgage;Para hogar;20045;25,7;47;21;6308;0;
A47B2200/0043;324060;21/8/2022;Short Term;735;$ 855.152;10+ years;Home Mortgage;Consolidación de la deuda;17530,54;20,9;36;10;293056;0;
A47B2200/0044;2500000;10/5/2022;Short Term;735;$ 2.003.721;2 years;Own Home;Consolidación de la deuda;34564,23;19,2;NA;15;406258;0;
A47B2200/0045;396836;1/8/2022;Long Term;618;$ 1.428.002;10+ years;Rent;Consolidación de la deuda;29987,89;17,8;NA;16;1051479;0;
A47B2200/0046;323730;27/4/2022;Short Term;713;$ 1.118.340;4 years;Home Mortgage;Consolidación de la deuda;28331,28;15,7;14;6;221768;0;
A47B2200/0047;534512;25/12/2022;Long Term;720;$ 1.155.276;5 years;Own Home;Consolidación de la deuda;15211,21;29,5;34;11;349410;0;
A47B2200/0048;515306;1/12/2022;Long Term;673;$ 2.082.324;8 years;Home Mortgage;Consolidación de la deuda;27590,66;11,9;71;20;194503;1;
A47B2200/005;437844;17/12/2022;Short Term;739;$ 2.646.966;8 years;Home Mortgage;Consolidación de la deuda;20602,27;26,9;39;12;279167;0;
A47B2200/0051;2500000;9/5/2022;Long Term;740;$ 3.390.170;3 years;Home Mortgage;Consolidación de la deuda;27629,8;20,5;NA;14;466203;0;
A47B2200/0052;662552;8/11/2022;Short Term;708;$ 2.305.574;1 year;Home Mortgage;Consolidación de la deuda;37465,72;10,9;80;12;381197;0;
A47B2200/0053;267608;2/8/2022;Long Term;716;$ 1.155.618;10+ years;Rent;Consolidación de la deuda;14252,66;14,1;NA;13;332310;1;
A47B2200/0054;2500000;27/12/2022;Short Term;729;$ 1.324.015;7 years;Home Mortgage;Otros;25156,38;20,7;NA;13;397214;0;
A47B2200/0055;222112;27/11/2022;Short Term;730;$ 2.493.712;< 1 year;Rent;Consolidación de la deuda;52160,13;17;NA;13;513209;0;
A47B2200/0056;215710;21/8/2022;Short Term;736;$ 584.820;4 years;Rent;Consolidación de la deuda;7748,77;12,5;39;16;103835;0;
A47B2200/0057;257906;22/5/2022;Short Term;742;$ 1.324.072;< 1 year;Home Mortgage;Otros;7702,98;11,9;83;6;44365;0;
A47B2200/0058;672606;21/9/2022;Short Term;708;$ 1.324.072;7 years;Own Home;Consolidación de la deuda;16210,61;17;NA;7;453454;0;
A47B2200/0059;199848;5/12/2022;Long Term;674;$ 2.168.641;2 years;Rent;Consolidación de la deuda;8787,88;13;NA;3;283955;0;
A47B2200/006;222200;7/4/2022;Long Term;3 years;$ 671.650;2 years;Own Home;Consolidación de la deuda;12985,36;21,7;NA;9;248691;1;
A47B2200/0061;2500000;28/6/2022;Short Term;745;$ 2.158.210;10+ years;Home Mortgage;Para hogar;33632,09;13,9;NA;12;313994;0;
A47B2200/0062;644094;9/12/2022;Short Term;783;$ 3.644.770;5 years;Home Mortgage;Consolidación de la deuda;24052,29;20,5;41;20;456627;0;
A47B2200/0063;109890;9/8/2022;Short Term;738;$ 345.078;5 years;Own Home;Consolidación de la deuda;9921,04;12,2;8;19;192109;0;
A47B2200/0064;607310;25/4/2022;Short Term;747;$ 3.090.806;10+ years;Home Mortgage;Consolidación de la deuda;35286,61;23,2;41;12;1189970;0;
A47B2200/0065;270512;28/8/2022;Short Term;730;$ 1.168.386;10+ years;Home Mortgage;Para hogar;25607,25;18,6;15;16;342513;0;
A47B2200/0066;2500000;3/1/2022;Short Term;751;$ 1.954.093;10+ years;Own Home;Consolidación de la deuda;16267,8;16,7;NA;17;109877;0;
A47B2200/0067;219384;27/4/2022;Short Term;772;$ 2.739.800;4 years;Home Mortgage;Consolidación de la deuda;10073,42;17;45;10;85310;0;
A47B2200/0068;133342;12/8/2022;Short Term;710;$ 1.305.053;8 years;Home Mortgage;Para hogar;20771,94;8,5;NA;4;62263;0;
A47B2200/0069;270424;31/10/2022;Long Term;724;$ 973.085;4 years;Own Home;Consolidación de la deuda;17920,99;16,8;25;18;220210;0;
A47B2200/007;551430;9/12/2022;Long Term;688;$ 1.523.952;10+ years;Own Home;Para hogar;21335,29;23,4;33;17;100491;0;
A47B2200/0071;657448;12/4/2022;Short Term;729;$ 1.147.068;10+ years;Rent;Consolidación de la deuda;18639,95;17,8;46;18;457862;0;
A47B2200/0072;430496;12/5/2022;Long Term;657;$ 1.115.376;9 years;Rent;Consolidación de la deuda;23329,91;13,5;NA;11;287660;0;
A47B2200/0073;110638;28/4/2022;Short Term;741;$ 2.025.685;10+ years;Home Mortgage;Consolidación de la deuda;19919,22;24,5;31;13;229957;0;
A47B2200/0075;180092;24/5/2022;Short Term;746;$ 1.821.397;10+ years;Rent;Consolidación de la deuda;9856,44;30,9;NA;5;126160;0;
A47B2200/0076;327536;7/3/2022;Long Term;627;$ 699.865;5 years;Rent;Consolidación de la deuda;8544,3;9,3;NA;6;173641;0;
A47B2200/0077;332640;28/1/2022;Short Term;590;$ 867.445;3 years;Rent;Consolidación de la deuda;7533,12;16,7;NA;9;366130;0;
